timestamp,time_s,x_disp,y_disp,z_disp,x_pos,y_pos,z_pos,vx,vy,vz,roll,pitch,yaw
2025-01-01T12:00:00.006667,0.0,0.04000028759735392,-2.213586290878097e-06,-5.9712689944865475e-09,0.04000028759735392,-2.213586290878097e-06,-5.9712689944865475e-09,5.999263256921864,-0.0005976830839730643,-0.00031807812271697424,0.006168300943860672,0.0037465177510256353,0.008674017984468652
2025-01-01T12:00:00.013333,0.006666,0.07999345392375208,2.0221944418576416e-06,-2.174846834821659e-06,0.07999345392375208,2.0221944418576416e-06,-2.174846834821659e-06,5.998683849156643,0.001883962734419319,0.0006826951103294487,-0.004527668717301481,-0.0009044154277959571,0.005759270910469905
2025-01-01T12:00:00.020000,0.013333,0.11999581813110222,1.281699600918605e-05,-1.9631232426320877e-07,0.11999581813110222,1.281699600918605e-05,-1.9631232426320877e-07,6.001740252066074,0.0010311037728572624,0.0001382209458023157,-0.004789852807083772,0.0009871036157105273,0.005737590165479034
2025-01-01T12:00:00.026667,0.02,0.1599876070445494,1.8477924301182128e-05,1.6879505924667665e-06,0.1599876070445494,1.8477924301182128e-05,1.6879505924667665e-06,5.999909317728585,2.4328159344212306e-05,-0.0005952514773820158,-0.006118468075292149,-0.007482785393261526,0.0052075129157493905
2025-01-01T12:00:00.033333,0.026666,0.19999441066163082,1.6866926411196715e-05,9.968856908190238e-08,0.19999441066163082,1.6866926411196715e-05,9.968856908190238e-08,6.000682127348444,0.0010803421140033083,-0.0001449365369498034,-0.005030767807138847,-0.005526961718855805,0.0023733158402210464
2025-01-01T12:00:00.040000,0.033333,0.23998103508547186,-4.056034819147606e-06,9.432883227037892e-07,0.23998103508547186,-4.056034819147606e-06,9.432883227037892e-07,5.999304417593138,-0.0016733213691676534,-0.00047615323555821366,-0.0013818440147943534,-0.007919884111421194,0.004085866330179488
2025-01-01T12:00:00.046667,0.04,0.27998955307493384,1.4881629593185704e-05,6.032266771978168e-06,0.27998955307493384,1.4881629593185704e-05,6.032266771978168e-06,5.999800547201375,0.000738330583485597,-0.0023313884328372745,-0.004100302756251839,-0.005572860335584462,0.002234623649891798
2025-01-01T12:00:00.053333,0.046666,0.320021788954002,3.711694434035417e-05,9.387816958562503e-06,0.320021788954002,3.711694434035417e-05,9.387816958562503e-06,6.001952266860188,0.0013038401911769524,-0.003804655269634355,-0.005633653393430915,-0.0033344281583134183,0.0030090130900402023
2025-01-01T12:00:00.060000,0.053333,0.3599880276805607,3.3472744727684497e-05,9.01789809395026e-06,0.3599880276805607,3.3472744727684497e-05,9.01789809395026e-06,6.001049724731151,0.0019549714082531785,-0.0041595883700656444,-0.004606297940428217,-0.006236012233086008,0.0005986182946191576
2025-01-01T12:00:00.066667,0.06,0.40001440874267646,9.955868587288976e-06,1.4572490440113416e-05,0.40001440874267646,9.955868587288976e-06,1.4572490440113416e-05,6.001034820345282,0.002253462377381651,-0.006468292415480283,-0.0025298638482085245,-0.005106956509299376,-0.0004920790660096763
2025-01-01T12:00:00.073333,0.066666,0.4400042465966251,9.758865568301204e-06,6.362644432945183e-06,0.4400042465966251,9.758865568301204e-06,6.362644432945183e-06,6.000061105784931,0.002755448806213791,-0.004402929543842255,-0.0014803967564449572,-0.006343019343403533,6.10958650519855e-05
2025-01-01T12:00:00.080000,0.073333,0.48001388908306464,-5.767096284055454e-05,7.659824339282127e-07,0.48001388908306464,-5.767096284055454e-05,7.659824339282127e-07,6.000102507168113,0.00027342993971555575,-0.0029771170640240634,0.0015253232725758181,-0.005998347495738354,-0.001442815583195145
2025-01-01T12:00:00.086667,0.08,0.5199784978729124,-8.19127967385481e-05,8.546250712118522e-06,0.5199784978729124,-8.19127967385481e-05,8.546250712118522e-06,6.0007220813768045,-0.0023254719134145913,-0.005748997543289558,0.0024995270250207646,-0.005536499080999846,-0.0010079325879339684
2025-01-01T12:00:00.093333,0.086666,0.5600267716928435,-2.432953208422174e-05,3.8193910381650665e-06,0.5600267716928435,-2.432953208422174e-05,3.8193910381650665e-06,6.000764701256289,-0.0012235842301351336,-0.004656360202323934,0.0003162647324250756,-0.004148306924844913,-0.0021717347619736316
2025-01-01T12:00:00.100000,0.093333,0.6000241543127289,1.6226592046450233e-05,5.92424829065749e-06,0.6000241543127289,1.6226592046450233e-05,5.92424829065749e-06,6.000358436197836,-0.001591376684960717,-0.005660409547190922,9.446685594660664e-05,-0.004328975140633684,-0.003257911902518895
2025-01-01T12:00:00.106667,0.1,0.6400158629490109,-2.378623360973367e-05,7.993777618475752e-06,0.6400158629490109,-2.378623360973367e-05,7.993777618475752e-06,6.000416349629166,-0.0018324795567926319,-0.006692106314696502,0.0012401221452074118,-0.004950156697389296,-0.003997782816521855
2025-01-01T12:00:00.113333,0.106666,0.6800004615952947,3.075787767873897e-05,1.36186607163098e-05,0.6800004615952947,3.075787767873897e-05,1.36186607163098e-05,5.998321763999173,-0.0004550557408952154,-0.008895312413755676,0.0001221126895956104,-0.00455124787007799,-0.002116031960694098
2025-01-01T12:00:00.120000,0.113333,0.7200246852620272,8.151177259008453e-05,9.293509584506015e-06,0.7200246852620272,8.151177259008453e-05,9.293509584506015e-06,5.999501873209534,0.0029561814489957464,-0.008037028534638278,-0.0009483285394980001,-0.004126972280622976,-0.0013131903738927697
2025-01-01T12:00:00.126667,0.12,0.7600250248345036,9.028156335510212e-05,8.525843626842338e-06,0.7600250248345036,9.028156335510212e-05,8.525843626842338e-06,5.997206850052845,0.00387894717097391,-0.008236471130606037,-0.0015273076391162377,-0.003540490989024203,-0.00023919162036145636
