1723045595.02924,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10281.jpg,503906,4421204,1530,23
1723045595.06811,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10282.jpg,503906,4421204,1530,23
1723045595.11003,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10283.jpg,503906,4421204,1530,23
1723045595.1475,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10284.jpg,503906,4421204,1530,23
1723045595.19043,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10285.jpg,503906,4421205,1530,23
1723045595.22837,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10286.jpg,503906,4421205,1530,22
1723045595.27089,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10287.jpg,503906,4421205,1530,22
1723045595.30949,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10288.jpg,503906,4421205,1530,22
1723045595.3481,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10289.jpg,503907,4421205,1530,22
1723045595.38987,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10290.jpg,503907,4421206,1530,22
1723045595.43021,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10291.jpg,503907,4421206,1530,23
1723045595.46853,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10292.jpg,503907,4421206,1530,22
1723045595.51565,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10293.jpg,503907,4421206,1530,22
1723045595.54896,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10294.jpg,503907,4421206,1530,22
1723045595.59071,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10295.jpg,503907,4421207,1530,22
1723045595.62966,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10296.jpg,503907,4421207,1530,23
1723045595.66834,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10297.jpg,503907,4421207,1530,22
1723045595.70925,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10298.jpg,503907,4421207,1530,22
1723045595.75681,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10299.jpg,503907,4421207,1530,22
1723045595.7901,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10300.jpg,503908,4421208,1530,22
1723045595.83326,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10301.jpg,503908,4421208,1530,22
1723045595.86823,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10302.jpg,503908,4421208,1530,22
1723045595.90822,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10303.jpg,503908,4421208,1530,22
1723045595.95068,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10304.jpg,503908,4421208,1530,22
1723045595.99275,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10305.jpg,503908,4421209,1530,22
1723045596.03323,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10306.jpg,503908,4421209,1530,22
1723045596.06752,../../Data/AerialImages/Mamak_08_08_2024_450mt_1/frame_10307.jpg,503908,4421209,1530,22
