1721644004.3225,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11473.jpg,503903.711,4421197.009,1520.83,108
1721644004.34749,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11474.jpg,503903.736,4421197.021,1520.84,108
1721644004.38479,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11475.jpg,503903.77,4421197.021,1520.84,107
1721644004.42359,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11476.jpg,503903.796,4421197.032,1520.85,107
1721644004.46408,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11477.jpg,503903.83,4421197.043,1520.85,106
1721644004.51298,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11478.jpg,503903.873,4421197.054,1520.86,106
1721644004.54511,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11479.jpg,503903.907,4421197.054,1520.86,106
1721644004.58257,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11480.jpg,503903.941,4421197.065,1520.86,106
1721644004.62764,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11481.jpg,503903.993,4421197.076,1520.87,106
1721644004.66441,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11482.jpg,503904.027,4421197.087,1520.87,105
1721644004.7082,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11483.jpg,503904.069,4421197.098,1520.87,105
1721644004.74281,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11484.jpg,503904.112,4421197.11,1520.87,106
1721644004.78322,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11485.jpg,503904.155,4421197.121,1520.87,105
1721644004.83445,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11486.jpg,503904.215,4421197.143,1520.87,106
1721644004.86772,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11487.jpg,503904.257,4421197.154,1520.87,106
1721644004.90854,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11488.jpg,503904.3,4421197.165,1520.86,106
1721644004.94671,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11489.jpg,503904.351,4421197.176,1520.85,106
1721644004.98534,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11490.jpg,503904.403,4421197.187,1520.85,106
1721644005.02347,../../Data/AerialImages/Mamak_22_07_2024_450m/frame_11491.jpg,503904.454,4421197.199,1520.84,107
